,text,cluster_name
10890,赵丽颖的发际线就是种植改善的，还有徐若瑄的美人尖也是种植的,"0,1,0,0,0,0,0,0,0"
27583,您是近期准备改善吗？,"0,0,0,0,0,0,1,0,0"
9791,嘴巴旁边的皮肤是指哪里呢？,"0,1,0,0,0,0,0,0,0"
5465,恩恩，您只是做祛痣项目而已，对您面部不会有任何伤害，相反做完整个面部都会清爽不少呢,"0,0,0,0,0,0,0,0,1"
15410,好的  之前有没有去医院面诊过呢？,"1,0,0,0,0,0,0,0,0"
16896,但是很多人不能坚持，而且需要的时间会非常久,"0,1,0,0,0,0,0,0,0"
21614,好的这样吧 稍后发个专家预约号和医院的详细地址给您，届时您来院就可以享受免费检查和优先咨询等，避免长时间等待。这是用手机短信接收的，您的号码是多少？,"0,0,0,0,1,0,0,0,0"
11503,上面有没有异常毛发呢？现在面积有多大呢？,"0,0,1,0,0,0,0,0,0"
17887,就像装修房子，五千能装好，几十万装修的也有对吧,"0,1,0,0,0,0,0,0,0"
24655,抱歉，这边图片是压缩的看不清您的一个情况，您微信多少呢？我加您，您微信发我，我这边先看一下你的情况,"0,0,0,0,1,0,0,0,0"
22041,好的，这是我们医院的经典项目之一，在深圳罗湖这边已经做了二十多年的老字号医院了。怎么称呼您呢？是想注射哪个部位的呢,"0,0,0,1,0,0,0,0,0"
10212,那也是属于局限性的白斑   目前的医疗技术中小面积的白斑检查明确内在病因是可以治愈的,"0,1,0,0,0,0,0,0,0"
26860,您发的是相片吗,"0,1,0,0,0,0,0,0,0"
26148,你的唇部是怎么不满意呢,"0,0,1,0,0,0,0,0,0"
2473,是的 建议你要选择正规大型医院做永久性脱毛哦,"0,1,0,0,0,0,0,0,0"
19476,您好，在忙 吗？您还在关注我们的对话吗？不方便在网络上面聊天的话可以留下您的联系方式，稍后为您回复,"0,0,0,0,1,0,0,0,0"
4350,我院纹眉是完全可以去除的不会留任何疤痕的,"0,0,0,0,0,0,0,0,1"
15016,那过来很方便,"0,1,0,0,0,0,0,0,0"
27812,您考虑吸脂多久了呢？近期有准备改善吗？,"0,0,0,0,0,0,1,0,0"
7012,你觉得呢？,"0,1,0,0,0,0,0,0,0"
5698,你这边有了解接受瘦脸针改善吗？,"1,0,0,0,0,0,0,0,0"
17380,是呀，,"0,1,0,0,0,0,0,0,0"
6060,这样吧，你有微信或者QQ吗我加你，详细了解一下你的情况和病情，给你具体分析一下治疗办法等,"0,0,0,0,1,0,0,0,0"
24746,她电话是18925201243,"0,1,0,0,0,0,0,0,0"
27058,您最近什么时候有空,"0,0,0,0,0,0,1,0,0"
19428,您现在是在深圳哪里呢，是打算近期做手术吗？,"0,0,0,0,0,0,1,0,0"
30555,请问您性生活史多久？是否生育过呢？,"0,0,1,0,0,0,0,0,0"
5790,下腹两侧,"0,1,0,0,0,0,0,0,0"
29916,咱们这边疤痕修复方式有：激光法、植皮法、注射填充、皮肤磨削术 效果都是挺好的哦,"0,0,0,0,0,0,0,0,1"
28400,一般就是这些的，我们医院在深圳这边已经做了二十多年的老字号医院了，目前在全国分院二十家，是正规的整形医院来的,"0,1,0,0,0,0,0,0,0"
24423,嗯，那时间也比较长了呢，您现在是多大年龄呢,"0,0,0,0,0,1,0,0,0"
9292,一般陌生电话我不接,"0,1,0,0,0,0,0,0,0"
29134,我院溶脂针是通过具体溶脂成份的药物分点、位注射到脂肪层，使脂肪液化，液化后脂肪通过淋巴等排泄系统排出体外。,"0,0,0,0,0,0,0,0,1"
26708,你好，刘小姐，请问您还在关注吗？,"0,1,0,0,0,0,0,0,0"
6527,是想了解哪方面的问题呢、,"0,0,0,1,0,0,0,0,0"
6591,是杜小姐吗,"0,0,0,0,0,1,0,0,0"
26417,我是鹏程医院的刘助理，您怎么称呼，  多大年纪呢,"0,0,0,0,0,1,0,0,0"
9216,是什么部位酸痛,"0,0,1,0,0,0,0,0,0"
16832,要看适应症,"0,1,0,0,0,0,0,0,0"
16457,哈哈，很巧的，你主要是想要改善什么问题呢？,"0,0,1,0,0,0,0,0,0"
23083,嗯，好的，请问您眉间纹  嘴角纹是面无表情也很明显，还是脸上有表情的时候 皱纹更明显呢,"0,0,1,0,0,0,0,0,0"
27051,您微信多少，我加您，您发痘痘 痘印 痘疤的照片我看下，再给您介绍,"0,0,0,0,1,0,0,0,0"
11264,我们医院做私密不仅仅是做阴道口的收紧 ，是从阴道口到内部  粘膜组织，G点  360的环形收紧的,"0,0,0,0,0,0,0,0,1"
30582,您主要是对鼻部形状不满意吗？,"0,0,1,0,0,0,0,0,0"
21204,好的，我加 您了,"0,1,0,0,0,0,0,0,0"
8191,不好说的呢 你这边具体是什么情况需要上医院检查确诊,"0,0,0,0,0,0,1,0,0"
4898,之前在我们医院登记的手机号是多少呢？,"0,0,0,0,1,0,0,0,0"
22786,是约周六还是周日,"0,0,0,0,0,0,1,0,0"
267,嗯呢   你微信号多少,"0,0,0,0,1,0,0,0,0"
9541,到时候去医院 12元工本费用,"0,0,0,0,0,0,0,1,0"
25741,是男生还是女生呢？多大年龄了,"0,0,0,0,0,1,0,0,0"
19288,好的，方便加微信沟通吗,"0,0,0,0,1,0,0,0,0"
25145,痘印可以来医院做治疗的，别担心,"0,1,0,0,0,0,0,0,0"
26572,好的，您是准备什么时候做呢？是打算近期做吗,"0,0,0,0,0,0,1,0,0"
11356,是怎么形成的呢？现在是凹的还是凸的？,"0,0,1,0,0,0,0,0,0"
13979,你手机号码是多少呢，我帮你登记个优惠名额，稍后发个详细地址和预约号给你,"0,0,0,0,1,0,0,0,0"
26735,好的，您贵姓怎么称呼,"0,0,0,0,0,1,0,0,0"
19363,双眼皮收费根据您的基础和要求，九百多起到一两千以及好几千都有的,"0,0,0,0,0,0,0,1,0"
23941,好的，稍后把咱们地址发送给您,"0,1,0,0,0,0,0,0,0"
16215,主要是觉得哪些部位脂肪多吗,"0,0,1,0,0,0,0,0,0"
15679,您方便电话沟通吗 ？这边打字比较局限,"0,0,0,0,1,0,0,0,0"
25559,张女士您好,"0,1,0,0,0,0,0,0,0"
30235,请问您现在是什么情况呢？,"0,0,1,0,0,0,0,0,0"
10057,你好 你是男性女性呢,"0,0,0,0,0,1,0,0,0"
5134,身高体重多少呢,"0,0,0,0,0,1,0,0,0"
30784,您 之前有通过什么方式改善过吗？,"1,0,0,0,0,0,0,0,0"
28199,您是考虑什么时候做治疗呢,"0,0,0,0,0,0,1,0,0"
13657,您好，欢迎访问北京拜博口腔医院！在线咨询师很高兴为您服务。如网络不稳定或者打字不方便，您可以致电：Tel：13331165306也可以加我的微信：13331165306(在线预约挂号请留下：患者姓名，年龄，联系方式，预约时间即可),"0,1,0,0,0,0,0,0,0"
23114,鹏程开了22年了，激光美容做了22年，都是有经验的医生来操作,"0,0,0,0,0,0,0,0,1"
18095,这个建议您来院面诊医生了,"0,1,0,0,0,0,0,0,0"
13964,高先生,"0,1,0,0,0,0,0,0,0"
18497,您之前登记在医院的电话多少呢,"0,0,0,0,1,0,0,0,0"
29078,黑头的话可以采用黑脸娃娃 光子嫩肤 果酸换肤 微针 等效果都是非常好的哦,"0,0,0,0,0,0,0,0,1"
30242,亲 是块状的，还是点状的呢?,"0,0,1,0,0,0,0,0,0"
18347,您好，是的，这是我们鹏程医院的常规项目，您是想脱面部单部位还是全脸的呢,"0,0,0,1,0,0,0,0,0"
1048,之前有去医院面诊了解过吗， 有没有采用其他方式改善过呢,"1,0,0,0,0,0,0,0,0"
16433,您的凹陷严重吗？,"0,0,1,0,0,0,0,0,0"
3458,我现在帮她安排 都是周日下午1点半过来吗？,"0,0,0,0,0,0,1,0,0"
4372,咱们现在也有非手术的方式 没有回复期  不但能收紧  而且可以改善润滑程度和敏感度,"0,0,0,0,0,0,0,0,1"
10084,现在患者有什么症状呢,"0,0,1,0,0,0,0,0,0"
27011,您有打算什么时候做吗？,"0,0,0,0,0,0,1,0,0"
601,好的 鹏程医院欢迎您,"0,1,0,0,0,0,0,0,0"
10116,这边实际根据你的情况给你分析一下的,"0,0,1,0,0,0,0,0,0"
21936,分别是  2200    如果您幸运约上了特价,"0,0,0,0,0,0,0,1,0"
19070,罗湖区笋岗东路这边的，您是在深圳哪里的呢，之前有到过医院给医生面诊检查过自己的情况呢,"1,0,0,0,0,0,0,0,0"
10715,淋病属于八大性病之一，需要到专业的男科医院看诊，否则治疗不彻底是很容易复发的,"0,1,0,0,0,0,0,0,0"
30666,嗯，您的斑有长多久了呢？,"0,0,1,0,0,0,0,0,0"
21294,可以申请分期的,"0,1,0,0,0,0,0,0,0"
17751,那需要看你眼部的基础呢，之前有去医院面诊设计过吗！,"1,0,0,0,0,0,0,0,0"
14983,您是想要填充哪个部位呢,"0,0,0,1,0,0,0,0,0"
16844,这边也可以发些案例给你看看,"0,1,0,0,0,0,0,0,0"
21701,方便加你微信吗？这边看看你的情况给你更好的建议,"0,0,0,0,1,0,0,0,0"
21485,特价的是国产的除皱针,"0,1,0,0,0,0,0,0,0"
8363,你方便加微信吗 我加你 给你发个定位,"0,0,0,0,1,0,0,0,0"
13181,您想改善什么部位呢,"0,0,0,0,0,0,1,0,0"
21172,是的 现在是有首部位 单次的特价 3.15元的e,"0,0,0,0,0,0,0,1,0"
2401,你好，脱毛是在哪家经典项目之一，之前有做过相关治疗吗,"1,0,0,0,0,0,0,0,0"
2033,近期有在用药吗？、,"1,0,0,0,0,0,0,0,0"
15392,多长时间了？是什么颜色呢？,"0,0,1,0,0,0,0,0,0"
6838,嗯可以 你多大了呢  性生活多久了,"0,0,1,0,0,0,0,0,0"
6312,您多大年龄呢 是想要做全身美白还是面部美白呢？,"0,0,0,1,0,0,0,0,0"
3170,恩方便电话详细沟通指导吗,"0,0,0,0,1,0,0,0,0"
8217,您好，您的斑点长了多久了呢？》,"0,0,1,0,0,0,0,0,0"
12916,580元是手术费用，这个手术是随做随走的,"0,0,0,0,0,0,0,1,0"
16368,那您自己过来排队等就可以了,"0,1,0,0,0,0,0,0,0"
27179,嗯嗯，您是打算近期做吗？我们医院在罗湖区这边，您现在住在哪里呢,"0,0,0,0,0,0,1,0,0"
18784,加您了，  您验证一下就可以的,"0,1,0,0,0,0,0,0,0"
13140,我们医院是在广州市越秀区的，你在哪里的呢？,"0,1,0,0,0,0,0,0,0"
14173,您是先生还是女士呢，今年多大年纪呢,"0,0,0,0,0,1,0,0,0"
29818,咱们医院紧肤除皱从本质上改善肌肤质量，收紧及提升面部皮肤组织等理想效果 实现面部年轻化哦,"0,0,0,0,0,0,0,0,1"
17723,手术根据患者的不同年龄、阴道松弛及会阴损伤的不同程度、患者定制要求不同来确定价位的，一般是五六千 到万不等,"0,0,0,0,0,0,0,1,0"
1866,玻尿酸品牌有很多种 价位不同,"0,0,0,0,0,0,0,1,0"
12285,您是面部哪个部位比较凹陷呢,"0,0,1,0,0,0,0,0,0"
6385,您现在母乳，要等断奶以后才能手术,"0,1,0,0,0,0,0,0,0"
30167,两三千 六七千 一万多不等,"0,0,0,0,0,0,0,1,0"
18228,你现在是在深圳哪里呢？如果有时间 可以过来医院检查您的脂肪的厚度 看看您的具体的方案 看看哪种更加优惠划算的,"0,0,0,0,0,0,1,0,0"
10353,可以的 那麻烦提示一下您的姓名 联系方式 我这边录入系统查看一下号位,"0,0,0,0,0,1,0,0,0"
2654,怎么让你看,"0,1,0,0,0,0,0,0,0"
11256,瘙痒的症状是在性生活之后出现的么？,"0,0,1,0,0,0,0,0,0"
20169,您之前有做过皮秒治疗吗,"1,0,0,0,0,0,0,0,0"
28815,咱们这边复合激光祛痣，祛除褐青色痣治疗原理是将激光能量，对准褐青色痣击打治疗区皮肤，效果可观,"0,0,0,0,0,0,0,0,1"
22849,张女士还是张先生呢，您好,"0,0,0,0,0,1,0,0,0"
4395,从你的身高体重上看是偏胖的呢 请问您之前有去医院面诊了解过吗？您现在年龄是多少呢？,"1,0,0,0,0,0,0,0,0"
14528,双眼皮是两千多起到四五千 八千多的都有的 主要是看您的眼部的基础的情况的,"0,0,0,0,0,0,0,1,0"
6476,您联系方式多少呢，我去电了解一下您的具体情况吧,"0,0,0,0,1,0,0,0,0"
25341,好的，周小姐还是先生，多大年纪了，,"0,0,0,0,0,1,0,0,0"
19901,可以的，或者您提前告诉我我帮您先安排好也行,"0,1,0,0,0,0,0,0,0"
29191,咱们医院采用先进的美肤激光技术祛鲜红斑痣 将色素组织瞬间“爆破”后形成碎片，被人体吞噬细胞吸收，从而达到清除贝壳痣的功效 ,"0,0,0,0,0,0,0,0,1"
5129,您近期打算洗牙是吗,"0,0,0,0,0,0,1,0,0"
12418,我的电话也是微信号13769725965,"0,1,0,0,0,0,0,0,0"
17040,怎么称呼您呢？方便让我看一下您的情况先吗,"0,0,0,0,0,1,0,0,0"
6528,好的，麻烦说下您身高？体重？,"0,0,0,0,0,1,0,0,0"
15529,都是雀斑吗， 在哪里做的,"1,0,0,0,0,0,0,0,0"
8721,多大年龄了？月经推迟了吗？,"0,0,0,0,0,1,0,0,0"
19595,您过来说跟欧助理有预约好的，也可以帮您提前安排,"0,0,0,0,0,0,1,0,0"
1196,方便我们一对一咨询对话聊天、,"0,1,0,0,0,0,0,0,0"
17915,您可以看下朋友圈有时候会有些案例，优惠之类的,"0,1,0,0,0,0,0,0,0"
26704,您微信多少，我加您，您发眼睛的照片我看下，再给您介绍,"0,0,0,0,1,0,0,0,0"
12046,发一些案例给您看看,"0,1,0,0,0,0,0,0,0"
7929,那您这么长时间了有复查过吗,"1,0,0,0,0,0,0,0,0"
8113,嗯 什么时候打算过来看看呢  我帮你免费预约有一个主任 和优惠补助治疗诊号,"0,0,0,0,0,0,1,0,0"
21431,好的，你脸上的痣是怎么样的呢？,"0,0,1,0,0,0,0,0,0"
13789,您是男士还是女士呢？,"0,0,0,0,0,1,0,0,0"
26105,骆小姐，是想考虑近期要脱吗,"0,0,0,0,0,0,1,0,0"
19156,您好，有的，五六千起到八九千到一万多都有的，要看损伤程度,"0,0,0,0,0,0,0,1,0"
1825,胎记是我院的重点诊疗项目，是可以治疗的，这样我先了解一下您那边胎记的情况,"0,0,0,0,0,0,0,0,1"
23573,您是打算什么时候做的呀,"0,0,0,0,0,0,1,0,0"
9719,要看你的严重程度了，不严重的话一般在几百元，严重的话1、2千的也有,"0,0,0,0,0,0,0,1,0"
23740,您有微信吗？可以发送照片帮你初步分析设计,"0,0,0,0,1,0,0,0,0"
20953,原价是一千多的,"0,0,0,0,0,0,0,1,0"
22739,您是想做皮秒吗,"0,0,0,0,0,0,1,0,0"
25723,鼻子是怎么不满意呢？是考虑注射玻尿酸吗,"0,0,0,1,0,0,0,0,0"
6595,或者您这边方便加微信发张照片我帮您看一下您的情况再帮您具体分析吧,"0,0,0,0,1,0,0,0,0"
985,手臂有没有受过伤呢,"0,0,1,0,0,0,0,0,0"
7761,上午只有9点半以后一个号位了,"0,1,0,0,0,0,0,0,0"
24041,我是李助理，咱们称呼您呢？,"0,0,0,0,0,1,0,0,0"
17341,我们脂肪的存活率是在60%——90%，存活了就是永久的,"0,1,0,0,0,0,0,0,0"
1969,请问您年龄多大？性生活时间多久了呢？,"0,0,0,0,0,1,0,0,0"
16528,这个是根据皮肤的松弛严重程度来确定的，有普通的两三千一次，好一些的是一万多的,"0,0,0,0,0,0,0,1,0"
26917,因为这边网页发不了图片,"0,1,0,0,0,0,0,0,0"
5855,之前是在那里治疗的呢？,"1,0,0,0,0,0,0,0,0"
17516,之前有脱过吗？或者有用其他方式脱过吗？,"1,0,0,0,0,0,0,0,0"
22423,7点下班,"0,1,0,0,0,0,0,0,0"
27938,您是在深圳还是重庆，是想要近期做吗,"0,0,0,0,0,0,1,0,0"
12210,你电话是多少  这边为你详细介绍一下,"0,0,0,0,1,0,0,0,0"
22825,请问您多大年龄，黑眼圈有多久了呢,"0,0,1,0,0,0,0,0,0"
2117,还不知道您贵姓，怎么称呼您呢？,"0,0,0,0,0,1,0,0,0"
29212,plasma就是英文等离子束的意思，其目的就是重构皮肤表面，使肌肤胶原蛋白自体再生，实现肌肤的自然紧致和提升，从而起到改善疤痕的作用 ,"0,0,0,0,0,0,0,0,1"
23302,好的 我这边加您微信吧,"0,0,0,0,1,0,0,0,0"
12279,您现在身高体重分别是多少呢，身体主要什么部位脂肪丰富,"0,0,0,0,0,1,0,0,0"
15957,您电话多少恩》,"0,0,0,0,1,0,0,0,0"
17690,目前全球公认的最安全有效的方式是自体脂肪丰胸和假体丰胸的,"0,1,0,0,0,0,0,0,0"
17798,医生九点上班,"0,1,0,0,0,0,0,0,0"
1281,您去医院看过你的情况适合哪种方式吗？,"1,0,0,0,0,0,0,0,0"
10095,那说明咱们现在控制的还不错 到时候回来可以直接做包皮手术。,"0,1,0,0,0,0,0,0,0"
12187,治疗的方法有很多  比方说药物治疗 仪器治疗 针剂治疗 细胞培植术等等 适合你的才会有效果 面积不大的 一般是药物配合仪器来治疗的,"0,0,0,0,0,0,0,0,1"
183,您现在了解的方面比较多,"0,1,0,0,0,0,0,0,0"
7744,你现在怀孕了,"0,1,0,0,0,0,0,0,0"
23283,好的 何女士 我加您微信 详细的发内容给您吧,"0,0,0,0,1,0,0,0,0"
30079,自体脂肪注射后能与自身组织快速完美的融合，从而达到填充部位自然饱满的效果 ,"0,0,0,0,0,0,0,0,1"
19795,好的。您电话是多少呢，我这边给您登记备注一下，到时候请我们这边皮肤科主任给您看一下您的情况给您具体的方案，您看方便吗,"0,0,0,0,1,0,0,0,0"
9005,这样吧，您微信多少呢？我加一下您吧，您拍张您爱人的头发情况我帮他分析一下,"0,0,0,0,1,0,0,0,0"
21376,脱毛分部位的呀,"0,1,0,0,0,0,0,0,0"
4604,我待会把预约号再发给您，您到时候来院后报预约号的,"0,1,0,0,0,0,0,0,0"
7113,您是想要近期做改善的么,"0,0,0,0,0,0,1,0,0"
2148,你自己考虑,"0,1,0,0,0,0,0,0,0"
29114,在我们珠海九龙医院可以采用LED，OS美肤，冷光，微针等方式配合SW修复因子来治疗痘痘问题。祛痘美肤不但改善病变肌肤，更是深层改善皮肤，达到一举多得的效果。,"0,0,0,0,0,0,0,0,1"
22715,您朋友是一起过来的可以一起了解呢,"0,1,0,0,0,0,0,0,0"
7802,我的电话也是微信18911555010,"0,1,0,0,0,0,0,0,0"
6742,好的 ，您今年多大了，男士女士呢,"0,0,0,0,0,1,0,0,0"
6142,目前院内有援助基金名额 申请名额后费用在2-3千元左右,"0,0,0,0,0,0,0,1,0"
6501,您怎么称呼呢？,"0,0,0,0,0,1,0,0,0"
10542,痣长哪？,"0,0,1,0,0,0,0,0,0"
19598,好的李女士是吗,"0,0,0,0,0,1,0,0,0"
4623,除了大小不满意的问题是否有下垂呢？,"0,0,1,0,0,0,0,0,0"
17476,是的有的,"0,1,0,0,0,0,0,0,0"
10014,您痘痘长多久了,"0,0,1,0,0,0,0,0,0"
14000,你之前注射的是什么品牌？,"1,0,0,0,0,0,0,0,0"
28712,咱们医院纹绣可以根据眼部的特征采用精选材料、优质设备进行不同的效果设计的哦  ,"0,0,0,0,0,0,0,0,1"
28671,深层的补水里面加了很多皮肤营养成分，有玻尿酸，修复因子，美白成分等哦,"0,0,0,0,0,0,0,0,1"
4117,大腿一个部位,"0,1,0,0,0,0,0,0,0"
3980,也是算的,"0,1,0,0,0,0,0,0,0"
5780,好的， 想什么时候来呢,"0,0,0,0,0,0,1,0,0"
28718,鼻部填充的话，在咱们医院可以通过玻尿酸或者自体脂肪填充的方式哦,"0,0,0,0,0,0,0,0,1"
9126,如果不方便打字可以留下您的电话，这边给您致电,"0,0,0,0,1,0,0,0,0"
22331,我先帮您看看是否还有吧,"0,1,0,0,0,0,0,0,0"
8765,可以的， 为了更好为你解答，我先了解下您具体情况好吗,"0,0,1,0,0,0,0,0,0"
3504,是两条腿都有吗,"0,0,1,0,0,0,0,0,0"
15708,做之前也包含麻醉药的,"0,1,0,0,0,0,0,0,0"
28748,卧蚕可通过玻尿酸、自体脂肪等方式进行改善，术后卧蚕部位会比之前更加立体和饱满,"0,0,0,0,0,0,0,0,1"
4756,嗯嗯 您贵姓呢？电话多少？,"0,0,0,0,1,0,0,0,0"
18024,你的痣是凸出的还是平的呢,"0,0,1,0,0,0,0,0,0"
26564,当然，我们是有上臂 ，前臂的,"0,1,0,0,0,0,0,0,0"
18500,没有哦,"0,1,0,0,0,0,0,0,0"
21853,回电给你,"0,1,0,0,0,0,0,0,0"
13823,那您想要鼻子哪里更完美一些呢,"0,0,1,0,0,0,0,0,0"
4145,恩恩那您今天休息吗，我这边可以帮您预约个免费面诊，先过来看看您牙齿适合做哪种治疗方案,"0,0,0,0,0,0,1,0,0"
715,我们这边是有主任院长亲自操作的，费用要看您的处女膜残留破损情况，三四千多到七八千多不等的,"0,0,0,0,0,0,0,1,0"
13672,因为目前咨询人数较多  我添加您微信沟通  方便吗  这样也方便您以后的随时咨询,"0,1,0,0,0,0,0,0,0"
4013,这样吧，女士，你微信多少，我加你，建议你可以拍一下局部患处的照片，我先帮你初步面诊查看一下是啥情况,"0,0,0,0,1,0,0,0,0"
19930,您好，您还在线吗,"0,1,0,0,0,0,0,0,0"
14905,您是医生建议您做这个吗,"1,0,0,0,0,0,0,0,0"
8200,那你稍等我这边帮你预约登记，先别退出窗口,"0,0,0,0,0,0,1,0,0"
23706,它是一个比较大型的胸假体品牌，最老字号做胸假体的品牌之一，美国原装进口的,"0,1,0,0,0,0,0,0,0"
23921,您是想要脱除什么部位呢,"0,0,0,1,0,0,0,0,0"
1137,恩，那你身高体重分别是多少呢,"0,0,0,0,0,1,0,0,0"
1384,包括项目：专家内诊       尿常规         白带常规检查  阴道分泌物检测   德国电子阴道镜检查 子宫盆腔附件多普勒彩超 （绝大部分妇科疾病都能通过这个体检诊断出）,"0,0,0,0,0,0,0,0,1"
4077,嗯，那么您可以先来医院做个妇科检查看看情况，之后就可以治疗了,"0,0,0,0,0,0,1,0,0"
24197,您好 是想去除黄褐斑吗？,"0,0,0,1,0,0,0,0,0"
9460,这只是一个精细但很常规的显微外科治疗项目，浅表皮下2毫米进行头发种植伤及不到神经和血管，非常安全。,"0,0,0,0,0,0,0,0,1"
9757,恩恩 我这边存一下您的电话 等您下班再给您回电,"0,0,0,0,1,0,0,0,0"
3232,请问您女朋友现在是多大罩杯呢？,"0,1,0,0,0,0,0,0,0"
9560,您目前是哪里的呢？建议您亲自来院实际面诊，确诊一下您目前的情况,"0,0,0,0,0,0,1,0,0"
23532,那您这样 ， 留个联系方式，我稍后把医院的支付账户给您，您到时转个定金 ，下次过来治疗,"0,0,0,0,1,0,0,0,0"
22805,可以过来医院先做个免费的检查，不管治疗不治疗检查清楚您也能放心些,"0,0,0,0,0,0,1,0,0"
1663,你弟弟叫什么名字,"0,0,0,0,0,1,0,0,0"
21995,现在腋下脱毛有特价99元年卡的,"0,0,0,0,0,0,0,1,0"
18463,这样也能让专家看看你皮肤的状态  选择最适合您的方式,"0,1,0,0,0,0,0,0,0"
8806,趁着这个机会你检测下，因为正规毛发医院只有一线城市跟省会城市才有,"0,1,0,0,0,0,0,0,0"
26365,五六百到两三千不等，看黑眼圈的类型和严重程度，可以带身份证 银行卡办理0首付分期付款的,"0,0,0,0,0,0,0,1,0"
7339,或者您可以先到当地的医院先检查看一下呢 或者来我们医院先当面了解清楚,"0,1,0,0,0,0,0,0,0"
27661,之前考虑这方面多久了呢？,"0,1,0,0,0,0,0,0,0"
4149,那时间还是挺久的了 之前有做过治疗吗 或者是有用过祛痘的产品吗？,"1,0,0,0,0,0,0,0,0"
2804,你可以先做个18元早孕检查看看情况，之后就可以安排手术了,"0,1,0,0,0,0,0,0,0"
5935,收费就是刚刚告知你的费用的,"0,1,0,0,0,0,0,0,0"
23948,您这边姓名+号码是多少呢,"0,0,0,0,1,0,0,0,0"
28644,咱们可以采用自体脂肪或者玻尿酸，完全不需要恢复期的，术后额头更加饱满丰润，额部皱纹还能达到不同程度的改善哦,"0,0,0,0,0,0,0,0,1"
15171,您看看您是怎么考虑呢？想什么时间注射呢？,"0,0,0,0,0,0,1,0,0"
7519,好的，明天来院报你的预约号和手机号就可以了，明天过来前不要喝酒,"0,0,0,0,0,0,1,0,0"
7117,您的情况是属于毛细血管瘤，也叫做鲜红斑痣的，请问您的情况大概有多大的面积呢,"0,0,1,0,0,0,0,0,0"
12030,这是我的微信：18955114890，也可以加我的,"0,1,0,0,0,0,0,0,0"
19746,黑眼圈有分为血管型，色素型，综合型，治疗方法有激光和微针，要看您适合哪一种,"0,0,0,0,0,0,0,0,1"
308,你可以过来化验看下我们是省三级妇产科医院的，这方面是比较权威的,"0,0,0,0,0,0,1,0,0"
1365,你是打算近期做的吗？,"0,0,0,0,0,0,1,0,0"
14645,是的  采用的冰点激光  不需要其他的费用,"0,0,0,0,0,0,0,1,0"
22306,您明天过来让医生检查清楚再决定也不迟的,"0,0,0,0,0,0,1,0,0"
13344,是否是遗传可以做基因检测的，不过这个检查费用就非常高了,"0,1,0,0,0,0,0,0,0"
28855,手术切除疤痕是局部小块疤痕治疗的第一选择，把原来的疤痕尽量缩小到出现疤痕之前的原来状态哦  ,"0,0,0,0,0,0,0,0,1"
18145,之前有去医院咨询检查过吗,"1,0,0,0,0,0,0,0,0"
14624,如果您不方便打字，可以添加我微信13798470084，我帮您看一下，您看方便吗,"0,0,0,0,1,0,0,0,0"
20813,五千多一个部位,"0,0,0,0,0,0,0,1,0"
17990,你今年多大年龄呢,"0,0,0,0,0,1,0,0,0"
15363,您好，双眼皮是咱们医院的经典项目的,"0,0,0,0,0,0,0,0,1"
16729,还在关注对话吗,"0,1,0,0,0,0,0,0,0"
7374,恩 这个情况是神经损伤导致的 在我院是常见的 神经损伤的话 需要针对性的进行神经修复疗法的话 可以恢复的 手机不建议手术治疗的 神经是比较细微的手术治疗的话 只会造成神经二次损伤的情况,"0,0,0,0,0,0,0,0,1"
26675,您这边如果是计划近期做的话,"0,1,0,0,0,0,0,0,0"
27514,您的微信号是多少呢？,"0,0,0,0,1,0,0,0,0"
1253,请问您现在身高、体重分别是多少呢？,"0,0,0,0,0,1,0,0,0"
1943,我们详细沟通情况,"0,1,0,0,0,0,0,0,0"
21516,鼻子吗,"0,0,0,1,0,0,0,0,0"
5349,比如鼻梁高度，鼻头鼻翼等,"0,0,1,0,0,0,0,0,0"
4113,怀孕后的早孕反应  一般是恶心 呕吐 嗜睡等   您现在的症状不能说明什么   而且现在月经没有推迟更不能说明是怀孕的,"0,1,0,0,0,0,0,0,0"
2140,您现在四颗智齿都发炎吗,"0,0,1,0,0,0,0,0,0"
19645,是预约复诊吗,"0,0,0,0,0,0,1,0,0"
25418,您是想什么时候做？,"0,0,0,0,0,0,1,0,0"
8115,要是医生看到牙齿的情况说不需要修复 咱们就不用修复了  医生说建议治疗 咱们在做个对比做个决定,"0,1,0,0,0,0,0,0,0"
8209,匠心造美21年19家连锁，鹏程医院支持0首付0利息分期付款，我是徐助理，电话13510616251，微信13510616251，欢迎您垂询！,"0,1,0,0,0,0,0,0,0"
11033,你可以抽时间检查看看,"0,1,0,0,0,0,0,0,0"
2903,怎么称呼您呢,"0,0,0,0,0,1,0,0,0"
12571,1-2千多更贵的都有,"0,0,0,0,0,0,0,1,0"
8644,龙华坐 4号线到上梅林转9号线到园岭地铁站 C出口，直走 100米   就是医院门口,"0,1,0,0,0,0,0,0,0"
19853,要是很硬，一看是假的，您觉得现在会有那么多人做手术？您觉得会有那么多傻瓜吗？,"0,1,0,0,0,0,0,0,0"
27524,您好，现在不是很多，您打算什么时候过来呢,"0,0,0,0,0,0,1,0,0"
19764,费用的话根据斑点性质 一般是100~300 一平方厘米的,"0,0,0,0,0,0,0,1,0"
4680,好的 您的身高体重比例看是属于稍丰满的身材,"0,0,0,0,0,1,0,0,0"
24852,您是想要做哪个部位的除皱啊,"0,0,0,1,0,0,0,0,0"
